id,date,views,likes,reposts,body,comments
1347,1553675051,768,8,0,"Продолжаем рассказывать о проектах SITC - вдохновившись опытом Саратова у нас есть справочник ИТ организаций Самары и области: https://github.com/SamaraITCommunity/Samara-Companies 

Все желающие могут помочь в сборе информации и добавить свою компанию через Pull Request в репозиторий, в духе Open Source.",0
1346,1553524230,895,9,0,"В этот унылый серый понедельник компания СМС-ИТ решила нас порадовать и пригласить в гости! 
 
19 апреля в 18:00 в офисе компании пройдет День открытых дверей! 
 
Приходите и узнайте, почему энергетика — это нестрашно, как КОТ помогает Икеа и Леруа и — самое главное — что скрывается за аббревиатурой СМС. 
 
Руководители и ведущие специалисты СМС-ИТ расскажут о компании, ее продуктах, технологиях и командах. 
 
После выступлений спикеров вас ожидает фуршет и живое общение в неформальной обстановке. Вы сможете задать все интересующие вас вопросы представителям всех отделов компании! 
 
Регистрация по ссылке: 
https://sms-infotech.timepad.ru/event/931981/ 
 
#мероприятия@samara_it_community",0
1337,1553495403,1290,12,0,"Для тех, кто планирует заранее - дайджест интересных ИТ мероприятий из нашего календарика https://vk.com/app6602753_-143954349

30 марта - [club179031027|Hot Frontend] Митап
5-7 апреля - [club134232254|Оттепель - масштабный хакатон в Саратове] 
13 апреля - Егор Бугаенко https://startupsamara.timepad.ru/event/926814/
20 апреля - QA & SDET Митап
26-27 апреля - [club36051360|Стачка. IT-конференция про будущее] 
1-3 мая - Шашлыки (шутка 😆)
18 мая - SambaConf
25 мая - IT Night
1 июня - Дмитрий Щегрикович

#мероприятия@samara_it_community",8
1335,1553413200,1191,17,3,"Секретный доклад с прошедшего [club177458843|Samara Java and Kotlin User Groups Meetup March] в двух частях.

https://youtu.be/cIFvXdTRaXg
https://youtu.be/EHEe0bx7ock",0
1333,1553338603,881,7,1,"Второе видео с прошедшего [club177458843|Samara Java and Kotlin User Groups Meetup March] - Антипов Андрей — ""Тестируем выразительность языка (ломаем компилятор) на примере Kotlin""

https://youtu.be/7ncrHJ0xyXQ",0
1331,1553236201,874,8,1,"Начинаем выкладывать записи с прошедшего [club177458843|Samara Java and Kotlin User Groups Meetup March] 

https://youtu.be/uLODLVMEQQs",0
1327,1553175028,891,8,0,"Вакансия junior/middle php разработчика в офис в Самаре. Зарплатная вилка 40 000-90 000 руб.

Стек: php 7.2, Yii2, PostgreSQL + PostGIS, Codeception, Sentry, Datadog, Jenkins, Docker, Ansible, Jira, Bitbucket, Confluence.

Команда пишет api и unit тесты. Компания активно развивается как и в РФ, так и на международном рынке (Беларусь, Германия).

Как и во многих компаниях, отличный вид из окна на Волгу, комната отдыха с приставками и другие бонусы прилагаются.

Подробнее: https://samara.hh.ru/vacancy/30535674

#вакансии@samara_it_community",0
1324,1553149800,955,6,0,"Начинающая IT-компания ищет талантливого UI/UX Designer.🤓 

Нужен человек, который имеет разнообразный опыт UX/UI дизайна и разработки,
обладает креативным подходом, умеет создавать эффективные и неординарные решения, 
знает концепции адаптивного дизайна и умеет воплощать их в жизнь, 
мониторит рынок и в курсе всех актуальных трендов в сфере digital,
готов представить портфолио работ и умеет работать в команде.

В ваши обязанности будут входить: 

- создание и проектирование UX решений для сайтов и приложений 
- разработка концепции и дизайна функциональных интерфейсов 
- мониторинг эффективности разработанных UX/UI решений 
- формирование описаний интерфейсов и требований для разработчиков. 

По всем вопросам обращаться к [id18410660|Виктории].

#вакансии@samara_it_community",3
1323,1553088602,808,9,0,"Вакансия в компании Simbirsoft для Java разработчиков.

Компания предлагает интересный стэк технологий (Java, Spring и популярные СУБД), разнообразие проектов и сфер разрабатываемых продуктов, возможность разработки проекта с нуля, быстрое профессиональное развитие, а также гибкий рабочий график и удалённая работа.
Если это предложение интересно, откликайтесь на вакансию https://samara.hh.ru/vacancy/27057833 
или звоните на телефон +79608199911 (Андрей Сидоров)

#вакансии@samara_it_community",0
1318,1553063401,1069,26,1,"Так много курсов и так много желающих познать мир ИТ, что мы решили создать специальный раздел «Обучение» на нашем сайте: https://sitc.community/study/

P.S. картинка для привлечения внимания и содержит сарказм",0
1316,1553008482,834,10,1,"Компания EPAM приглашает DevOps-специалистов на Online Meetup 🙌🏻

2 апреля пройдёт двухчасовой вебинар для всех, кто связан с DevOps. Всё, что нужно для участия, – это хороший интернет и пара часов свободного времени.

В программе митапа следующие доклады и спикеры:
💿 «Immutable infrastructure: что это, зачем и как»
Михаил Проценко, ведущий системный инженер из петербургского ЕРАМ
💿 «Microsoft Azure: так ли он страшен, как говорят?»
Виктор Ведьмич, тимлид минской команды системных инженеров ЕРАМ

Чтобы поучаствовать в вебинаре, нужно всего лишь зарегистрироваться 👉🏻 https://register.gotowebinar.com/register/4335254898969561601

Что: DevOps Online Meetup
Когда: 2 апреля в 12:00 (МСК)

#мероприятия@samara_it_community",0
1314,1552915800,1456,13,1,"Не упустите возможность попасть на оплачиваемую стажировку в ПАО ""МегаФон"" — компанию цифровых возможностей!💚💚💜 
 
✏ Принимаются заявки на оплачиваемую стажировку в направление ""Бренд и маркетинговые коммуникации"". 
 
Это ваш шанс получить ценный опыт работы и начать строить карьеру уже прямо сейчас!📈 
 
⏳ Занятность от 20 часов в неделю, интересные проекты и опытные наставники! 
 
🎓 Рассматриваются заявки от студентов/выпускников факультета маркетинг/реклама/IT. 
 
Задачи: 
- Участие в разработке идей и механик рекламных проектов. 
- Изучение и анализ BTL и digital рынков, конкурентной среды. 
- Взаимодействие с регионами - изучение предложений по рекламным активностям, помощь в их проработке, подготовке тех.заданий. 
- Подготовка презентаций - обоснований проектов, отчетов и т.п. по мере необходимости. 
 
От вас ожидают: 
- Активную жизненную позицию и горящие глаза! 
- Знание принципов работы соц. сетей и интерес к digital-сфере в целом. 
- Творческий подход к решению задач и желание креативить. 
- Знание пакета MS Office: exсel, power point. 
 
Откликнуться на вакансию можно ниже по ссылке или написав в лс [id121842629|Алина Цыбулина] 
 
👉🏻 https://samara.hh.ru/vacancy/30561880

#вакансии@samara_it_community",0
1313,1552890603,920,9,0,"Много курсов не бывает - [club121879314|Учебный центр EPAM Самара и Тольятти] открывает наборы на курсы: 

 Business Analysis -
https://www.training.ru/Registration/Registration/2056
🔥 Business Intelligence -
https://www.training.ru/Registration/Registration/2060
🔥 Разработка ПО на платформе .NET - https://www.training.ru/Registration/Registration/2099

На тренинг-портале к каждому курсу есть программа с требованиями, а рекомендации для подготовки собраны в обсуждениях: https://vk.com/topic-121879314_33969195.

Вопросы по курсам можете отправлять на почту: elena_tatarinova@epam.com

#обучение@samara_it_community #курсы@samara_it_community",0
1312,1552854366,766,6,0,"В связи с отъездом нашего ""музыкального"" администратора запускаем сбор средств на микрофон https://samson.netaudio.ru/mikrofony/usb-microfon/c01u-pro-usb.html для записей #SITCast",1
1307,1552656601,6661,30,6,"Новый выпуск нашего подкаста теперь доступен широкой публике. Спасибо нашим патреонам за поддержку - хотите слушать подкасты раньше остальных? Поддержите нас - https://www.patreon.com/samara_it_community

#SITCast в iTunes: https://itunes.apple.com/ru/podcast/sitcast/id1449716272?l=en&mt=2
RSS: http://sitcast.podfm.ru/rss/",0
1306,1552635672,808,8,0,"Дорогие подписчики сегодня утром была опубликована ""новость из прошлого"". По мотивам неё мы написали свежий пост на нашем сайте ""Руководство по публикации новостей на ресурсах SITC"" - просим всех, кто присылает или захочет прислать новость, ознакомится и задать вопросы, высказать предложения:

https://sitc.community/10-posts-guid/",0
1303,1552631400,822,4,0,"Хотите начать карьеру в IT? 🔥

Компания REG.RU открывает второй сезон REG.Academy!

Приходите 14 марта в 15:00 на знакомство с представителями REG.RU и их курсами! 🎉

Что вас ждёт:
— презентация курса «Войди в IT», где вы узнаете все подробности о старте карьеры в REG.RU;
— увлекательный мастер-класс, на котором вы сможете попрактиковаться в защите сайта с экспертом REG.RU;
— розыгрыш полезных книг от партнёров Smartreading;
— кофе-брейк.

Место: главный корпус Самарского Университета (Московское шоссе, 34), аудитория 209.

Станьте частью дружной команды REG.RU! 

#мероприятия@samara_it_community",2
1299,1552570200,887,3,1,"Уважаемые подписчики, доброго времени суток.
Очень нужен ментор по frontend разработке, менти будет крайне рад найти такого человека 👨🏿‍💻

Обращаться в ЛС [id186891258|Иван Митрофанов] 

#обучение@samara_it_community",0
1297,1552545001,838,13,0,"Компания EPAM проводит курсы обучения технологиям BigData в Самаре и Тольятти: epa.ms/bigdata-training-tlt

Есть возможность дистанционного обучения ☝🏻

#обучение@samara_it_community #курсы@samara_it_community",0
1295,1552483802,763,4,0,"В ГК Промэнергобезопасность открыта вакансия 
стажера-программиста 1С.

Компания предоставляет комплекс услуг, как для крупных промышленных предприятий, так и для физических лиц:
- по промышленной безопасности;
 - по электроэнергетике;
 - по теплоэнергетике;
 - по обучению.

Подробнее с вакансией можно ознакомиться на сайте https://samara.hh.ru/vacancy/29579701,
задать вопросы можно HRM ГК Промэнергобезопасность в лс [id38754106|Анна Лычёва]

#вакансии@samara_it_community",0
1289,1552455014,2598,20,3,"В ПАО ""МегаФон"" открыта вакансия, круче чем у сына маминой подруги! 😎

🔎Компания ищет сотрудника, который будет вместе с федеральной командой реализовывать значимые для бизнеса IT-проекты (BigData) по системе Agile. 

✏ Обязанности: 
- Разработка методик и алгоритмов мониторинга показателей качества сервисов (KPI, KQI). 
- Настройка динамических витрин мониторинга для пользователей (data mart) на основе требований заказчика. 
- Анализ слабоструктурированных машинных данных и создание на их основе комплексных моделей данных с помощью платформы Splunk. 
- Презентация разработанного функционала заказчикам и сбор обратной связи. 
 
☝🏻 Важно: рассматриваются выпускники 🎓 технических и IT направлений, кто готов активно вникать в суть работы c BigData. 
 
🎯 И если вы: 
- Имеете базовые знания SQL или Python, другой язык обработки данных. 
- У вас был опыт анализа структурированных и неструктурированных данных. 
- Имеете базовые знания в области веб-разработки (HTML, JS, CSS, REST)
То откликайтесь на вакансию ниже по ссылке или пишите в лс [id121842629|Алина Цыбулина] 

👉🏻 https://nn.hh.ru/vacancy/30127982

#вакансии@samara_it_community",0
1286,1552397401,892,13,0,"13 апреля [club56865709|StartupSamara] при поддержке [club143954349|Samara IT Community] организует лекцию Егора Бугаенко ""Микротаскинг или как обмануть начальника""

""Традиционная дисциплина разработки программного обеспечения, с офисами, митингами, эджайлом и неясными задачами, подходит тем, кому она подходит. Некоторым, которых становится все больше, уже тесно в этой модели, и они ищут альтернативы. Микрозадачи — одно из решений, о нем и поговорим и разберём его не примерах.""

Регистрация доступна по ссылке:
https://startupsamara.timepad.ru/event/926814/

#мероприятия@samara_it_community #oop 😉",1
1285,1552389004,2674,20,8,"Русфинанс Банк расширяет границы и приглашает кандидатов в крупный международный Банк. 💰

Вы сможете работать с интересными задачами и амбициозными проектами, реализовать себя в различных направлениях.

Все вакансии есть по ссылке: https://samara.hh.ru/employer/3411
Или напишите личное сообщение HRM Русфинанс Банка [id6306633|@trofimova_ta]

#вакансии@samara_it_community",0
1284,1552375804,769,13,0,"Тормозит linux сервер или рабочая станция. Как разобраться почему? [id3567854|Алексей Сундуков] призывает на помощь strace, htop, atop, nethorg, netstat. Вы узнаете, кто скушал ЦПУ, занял всю ОЗУ или заполнил весь диск.

https://youtu.be/Dvpp8wG4cwU",0
1280,1552295155,608,2,0,"5-7 апреля в городе, который почти Самара, но Саратов состоится [club134232254|Оттепель - масштабный хакатон].

Несмотря на то, что участие платное (250 рублей 🤣) - мероприятие некоммерческое и направлено на развитие местного ИТ сообщества.

Все желающие могут зарегистрироваться по ссылке: http://ottepelhack.ru/

А также собрать команду единомышленников в нашем чате: https://t.me/samara_it 

#мероприятия@samara_it_community #hackathon",3
1279,1552233193,765,12,0,"Дорогие подписчики, в этом посте мы благодарим наших патронов:
Артёма и Артёма 😉, Дмитрия, Евгения, Геннадия, Илью, Михаила, Никиту и Николая, Павла, Сергея, Вадима, Валерия, Владимира, Юлию, Владислава и Ивана!

Благодаря вашей поддержке мы смогли приобрести замечательную фотокамеру и будем радовать вас более чёткими трансляциями, видео и фотографиями! 🎉

Поддержать сообщество можно став нашим патроном:
https://www.patreon.com/samara_it_community",0
1278,1552128900,877,8,1,"Предлагаем всем желающим ознакомиться с весёлыми историями из опыта нашего роуди [id45389427|Дмитрия] по проведению #GrindConf, в статье собраны некоторые из них, если вы хотите больше историй - ставьте больше лайков по ссылке:
 https://twitter.com/nikolaev_dd/status/1103256298664222720

#люди@samara_it_community",0
1273,1551963614,962,12,0,"[club121879314| Тренинг-центр EPAM] приглашает вас на первый самарский Student’s Breakfast в коворкинг FUTUROOM 23 марта в 11:00. 
 
Student’s Breakfast – новый формат технических лекций для студентов и начинающих специалистов. 
Первый завтрак посвящаем Бизнес-анализу в IT. 
 
На встрече: 
- вы узнаете, кто такой бизнес-аналитик в IT компании; 
- разберёте реальные кейсы с проектов - как начинается проект с ""нуля"", дорабатывается существующая система и с какими задачами приходят к аналитику. 
 
Зарегистрироваться на мероприятие можно по ссылке - https://epa.ms/Students-Breakfast

#мероприятия@samara_it_community",3
1270,1551879002,6388,16,3,"Поговорили с [id3567854|Алексеем Сундуковым] о митапе «Коротыш», распространении знаний внутри компании и о тяжелых поисках докладчиков.

#интервью@samara_it_community #люди@samara_it_community",0
1267,1551853801,842,3,0,"Какие существуют команды в CLI и откуда они берутся?

[id3567854|Алексей Сундуков] объяснит значение переменной $PATH и откуда она берётся. Покажет все доступные команды в вашей системе, вы узнаете источники команд и разберетесь, как добавить в систему команду которой у вас нет.

https://youtu.be/I1ATqD1zBtc",1
1264,1551767401,1137,8,1,"И в след за фото отчётом с JUG/KUG подоспел видео репортаж с прошедшего [club176321975|IT Way.Conf.Samara]!

 
Спасибо активистам [club99102435|IT Way] и ждём их снова!

Съёмка и монтаж: [id39075082|Анастасия Кирьякова] 
Ведущая: [id40809668|Анна Гусева]",0
1262,1551706202,869,9,0,"Спасибо всем участникам [club177458843|Samara Java and Kotlin User Groups Meetup March] - делимся презентациями и фото с прошедшего митапа.

https://vk.com/album-143954349_261400413

Заявки на выступления на будущих мероприятиях можно оставить тут: http://sitc.community/events/apply/",0
1260,1551684600,824,4,1,"Организаторы SamBA Conf приглашают всех желающих поучаствовать в конференции в качестве докладчиков!
Подать информацию о докладе / мастер-классе или любой другой своей идее можно здесь:

https://goo.gl/forms/5XwU8ghw2wLw1BEL2

Задать вопросы о конференции можно в телеграм чате: https://t.me/samba_help

#cfp@samara_it_community",0
1259,1551598200,1439,18,1,"30 марта в Самаре состоится горячий митап для frontend-разработчиков! 🔥

На нём вам расскажут:
— Как переписывать компоненты с помощью хуков.
— Как HOC (Higher Order Component ), Store и многое другое заново использовать в системах, где frontend и mobile имеют общую бизнес-логику.
— Про боевое применение одного из самых нашумевших Node.js фреймворков — Nest.JS.
— Как остаться эффективным в условиях legacy и что сделать, чтобы улучшить ситуацию на примере Angular проекта.
— Про Vue веб-компоненты, как организовать realtime взаимодействие с пользователем на примере Firebase сокетов.
— Опыт реального применения микросервисов: когда они необходимы, как влияют на качество продукта, процесс разработки и какие есть подводные камни при использовании.

Регистрируйтесь! Количество мест ограничено ⚡
https://vk.com/away.php?to=https%3A%2F%2Fstartupsamara.timepad.ru%2Fevent%2F920585%2F&post=-179031027_2&el=snippet",2
1258,1551508200,763,2,0,"Компания НАШЕ ЗОЛОТО приглашает в свои ряды программиста 1С, а также веб-программиста! 
Центральный офис компании в Самаре, амбициозные задачи, коллектив единомышленников, достойная з/п! 
На полный рабочий день в офисе (Барбошина поляна). 
Подробнее по тел. 8 937 998 94 88, olga.buharina@ourgold.ru. 
 
https://samara.hh.ru/vacancy/27710737

#вакансии@samara_it_community",0
1255,1551447001,960,3,0,"Команда опытных .net разработчиков SolarLab (solarlab.ru), более 100 сотрудников в штате, находится в поисках проекта за который можно взяться 😊
Также команда работает с blockchain, angular, java & machine learning.

По всем вопросам обращаться https://vk.com/id532811977

#резюме@samara_it_community",0
1250,1551425400,1150,11,2,"Уже в эту субботу на [club177458843|Samara Java and Kotlin User Groups Meetup March] вас ожидает секретный доклад на тему ""SmF2YSAyMDE5""

Успейте занять места https://samara-it-community.timepad.ru/event/897399/

#мероприятия@samara_it_community",0
1245,1551335400,882,2,0,"Вакансия Java\Kotlin - разработчик, удаленно.
З\П от 3 000 до 6 000 euro net

❗Обязательные требования:
- Java/Kotlin - продвинутый
- MySQL - продвинутый
- Protobuf - продвинутый
- Electron.js - продвинутый

Будет плюсом:
- Опыт в C/C++/GO/C#
- Опыт работы с большими системами
- Опыт ведущего разработчика на проектах

Компания ищет Senior Software Developer, не проектная разработка, нужен человек с опытом программирования нестандартных продуктов, интересом к своему делу и желанием делать все идеально, пониманием очевидных решений и стремлением к простоте.

▶Задачи: разработка приложений на базе Spring Framework. Разработка\доработка существующих проектов.

От компании:
- Интересные задачи
- Высокий почасовой рейт
- Требовательность к качеству и результату
- Постоянный поток задач 

Другое:
- доступность 24 x 7
- готовность работать в выходные/праздники при необходимости
- математическая статистика не должна вызывать ужаса
- опыт разработки веб-приложений не менее 5 лет
- приветствуется опыт с высокой нагрузкой
- опыт в больших проектах

📩По всем вопросам: hr@codefather.cc или телеграм [id508853167|@recruiteriia]

#вакансии@samara_it_community",2
1243,1551274201,898,12,0,"Следующий спикер предстоящего [club177458843|Samara Java and Kotlin User Groups Meetup March] - Андрей Антипов

Доклад - ""Тестируем выразительность языка (ломаем компилятор) на примере Kotlin""

""На что стоит обратить внимание при исследовании выразительных средств нового языка программирования. С какими багами и непонятным моментами я столкнулся в процессе исследования Kotlin.""

Регистрация доступна по ссылке: https://samara-it-community.timepad.ru/event/897399/

#jugsamara #kugsamara #мероприятия@samara_it_community",1
1239,1551249000,733,5,0,"В ClickHouse есть механизмы для удаления и обновления данных. Специалисты компании [club133347691|Altarix] предлагают альтернативный метод. 
Какое преимущество это дает и как сочетается со штатными методами рассказано в этом видео:
https://youtu.be/Ptyknfy5DWM",0
1238,1551187801,777,9,0,"Наши друзья, они же организаторы [club36051360|IT-конференции Стачка], делятся уникальным промокодом для наших подписчиков, дающим скидку в 10% на покупку билетов https://nastachku.ru/coupons/sitc 🤑

Также из Самары будет организовано отправление автобусов. Подробности о трансфере и размещении можно узнать у [id32363663|Кати Горловой], остальные вопросы можно адресовать [id3738182|Валерию Костину].",0
1235,1551162600,739,6,0,"[club103391448|ROKY] ищет full-stack разработчика. 
Если вы один из них и вам интересно поучаствовать в разработке нашего продукта, пишите в ЛС группы https://vk.com/rokystudio!

https://samara.hh.ru/vacancy/30303564

#вакансии@samara_it_community",0
1231,1551099611,1210,12,2,"26 февраля в Самаре (ул. Чапаевская, 227) стартует образовательный курс для разработчиков по программированию для платформы Unity. Организует бесплатное обучение Институт инновационного развития Самарского государственного медицинского университета.

Занятия позволят junior-программистам получить опыт разработки под Unity, научиться адаптировать решение под любую платформу. В программе курса — разбор кейсов, программирование и анализ выполненных задач. 

Мероприятие бесплатное, но требуется предварительная регистрация: 
https://smuit.timepad.ru/event/910396/

#мероприятия@samara_it_community #обучение@samara_it_community",0
1229,1551076200,895,9,0,"Отличные новости для студентов! 
 
11 марта IT-компания КРОК запускает первую Java-школу в онлайн. Она ориентирована на студентов старших курсов бакалавриата и магистратуры Самары, Перми и Воронежа. Занятия будут проходить в формате вебинаров 2 раза в неделю по вечерам, по итогам школы выпускники получат сертификат и возможность пройти стажировку в IT-компанию КРОК. Эксперты компании подготовили серьезную программу и домашние задания (их можно получать через личный кабинет), которые помогут уверенно стартовать в Java даже новичкам! 
 
Подавайте заявку на участие до 27 февраля включительно, количество мест ограничено: https://www.croc.ru/javaschool/

#обучение@samara_it_community #курсы",0
1228,1550993400,860,3,0,"[club103391448|ROKY] в поисках junior/middle front-end разработчика в штат. 
Если вам знакомы слова Vue и Gsap - смело пишите hello@roky.rocks

#вакансии@samara_it_community",0
1227,1550914200,1074,10,0,"Лето обещает быть жарким 🔥

Чтобы везде успеть - заглядывайте к нам в календарь https://vk.com/app6602753_-143954349",0
1225,1550824200,838,6,0,"Работаете в сфере digital? Управляете проектами по разработке или еще чем-то? Нужно развитие и перспективы? Может быть хочется самореализации? Куча идей в голове, а применить некуда? Прочитайте как компания [club43146632|ANMEDIO] с этим справляется и приходите к ним на работу 😉 
 
🔥 anmedio.ru/about/pm/ — все здесь!

#вакансии@samara_it_community",1
1218,1550748693,829,4,1,"Очередной митап Коротыш. В этот раз выступает Равиль Шаменов с рассуждениями, что же такое у нас relation.
https://youtu.be/hqMZKwuHVnM",0
1214,1550644200,818,4,0,"Вакансия R&D - Разработчик-исследователь, город Москва

Подробности и контакты по ссылке: https://hh.ru/vacancy/30188927

#вакансии@samara_it_community",2
1206,1550561403,1171,11,1,"На предстоящем [club177458843|Samara Java and Kotlin User Groups Meetup March] Кирилл Гамазков выступит с докладом - Тест📋: подходит ли тебе удалённный формат работы

""А вы когда-нибудь задумывались - может стоит попробовать удалённую работу? В своём докладе я расскажу, что ожидать от такого формата работы, и к чему быть готовым в переходном периоде. 
Я работаю удалённо около полугода - достаточно времни, чтобы накопился опыт, которым можно поделиться, и достаточно недавно, чтобы помнить процесс перехода.
Я опишу признаки того, что удалёнка вам:
 а) скорее подходит; 
б) скорее нет; 
в) полностью противопоказана;
 и расскажу, где эту самую удалёнку искать.""

Регистрация доступна по ссылке https://samara-it-community.timepad.ru/event/897399/

#мероприятия@samara_it_community",8
1202,1550471400,1014,3,0,"🚀В прекрасном городе Самара идёт поиск талантливого WEB-разработчика!🔧🔨

В молодую гибкую команду Компании МТС на интересный проект по разработке и внедрению новых решений для уже существующего веб-приложения, а также для создания новых продуктов🤖

💰Белая ЗП, официальное трудоустройство, премии, ДМС. 

По всем вопросам можно обращаться [id99856708|Инна Казакова] ☎

#вакансии@samara_it_community",2
1201,1550388600,966,13,0,"2 марта в офисе Права.ру пройдёт митап, посвященный ML.
 https://vk.com/mlsamara

На мероприятии ведущие специалисты machine learning и data science смогут поделиться друг с другом своим опытом. 
Приглашаются все неравнодушные послушать выступления крутых спикеров 💪🏻

А для тех, кто хочет рассказать интересные кейсы из своей практики или научной деятельности по теме машинное обучение, просьба предложить тему и короткое описание доклада в форме. На основе этого будет составляться и дополняться программа митапа. 📌
Форма записи на доклады по ссылке: 
https://docs.google.com/forms/d/e/1FAIpQLSeXLUHe4d3qZ5sGjxxQUwoIJXoczO1cwAcxmJhhTe3sc706Vw/viewform 

Адрес: Московское шоссе, 17 (ТОЦ Вертикаль), 22 этаж, офис Право.ру.

#мероприятия@samara_it_community",0
1199,1550298600,943,9,0,"Компания EPAM ищет Java-разработчика на внутренний проект. В дальнейшем на базе проекта будет создаваться продукт под агрегаторы страховых компаний.

💿 Обширный стек технологий: Spring Boot & Cloud Gateway, Netflix Hystrix, Jasper report server / iText, Spring Security, ReOpenLDAP Client, RedHat FreeIPA, Apache Kafka, Quartz Enterprise Job Scheduler, Apache Jackrabbit, Berkeley DB from Oracle, Spring Data, Drools, Pentaho, RAML.

💿 Инструменты развёртывания: Maven, Jenkins, Nexus, SonarQube,
Checkstyle, PMD, BlackDuck, OpenShift, Docker, Gerrit / Cruiсible, Jira, Checkmarx.

💿 Java 11 и выше, активное использование возможности модульной сборки программных компонентов, с целью достижения существенного снижения размера docker образов.

Количество задач на проекте — под стать обширному стеку. В основном предстоит разрабатывать: каталог пользователей, сервис аутентификации и авторизации, функциональные микросервисы, файловые хранилища и др..

Проект особенно заинтересует тех, кто хочет работать с большими объемами данных и нагрузками.

По всем интересующим вас вопросам обращайтесь к Юле Трушковой (Yulia_Trushkova@epam.com).

https://epa.ms/tlt-java-feb2019

#вакансии@samara_it_community",0
1198,1550241125,789,2,0,"В команду студии [club17414495|NIRIS] разыскивается SEO-оптимизатор.

Стать частью команды просто:
Напишите в ЛС [id3305264|Алексею Важеркину] несколько предложений о своем опыте 💃

#вакансии@samara_it_community",0
1192,1550212200,762,4,0,"Конференция Стачка 2019 в активном поиске.

Программный комитет ищет спикеров.
Если вы эксперт, и вам есть что рассказать профессиональному сообществу — подайте доклад на голосование и станьте спикером. ПК и будущие участники конференции выберут лучшие доклады и включат их в программу «Стачки-2019».

Сделать заявку можно на сайте: https://nastachku.ru/user_lectures",0
1190,1550158205,801,2,0,"Компания НАШЕ ЗОЛОТО приглашает в свои ряды программиста 1С, а также веб-программиста! 
Центральный офис компании находится в Самаре. Перед разработчиками будут поставлены амбициозные задачи, а поможет в их выполнении коллектив единомышленников и достойная з/п! 

Работа предполагает полную занятость в офисе - район Барбошина поляна. 
Подробности можно узнать по телефону 8 937 998 94 88 и электронной почте olga.buharina@ourgold.ru. 
 
https://samara.hh.ru/vacancy/27710737

#вакансии@samara_it_community",0
1184,1550128924,776,3,0,"Appbooster — агентство мобильного маркетинга. Компания входит в ТОП-3 по СНГ согласно рейтингу Ruward. Продвигают приложения федеральных брендов, а также проекты независимых команд. Помимо этого - это продуктовая компания, которая активно занимается разработкой собственных мобильных приложений и web-сервисов. 
 
Для работы на различных действующих и новых проектах компания ищет к себе в самарский офис или удаленно разработчиков: 
 
1. Frontend разработчиков для работы над интерфейсами различных web-приложений с использованием современного стека технологий (react, mobx или graphql + relay/apollo). 
Подробнее: https://samara.hh.ru/vacancy/29850046 
 
2. Backend разработчиков для поддержки приложений существующих собственных проектов на Ruby On Rails и разработки новых на Elixir. 
Подробнее: https://samara.hh.ru/vacancy/29940422 
 
3. React Native разработчика для работы над новыми проектами с нуля и до релиза в AppStore и Google Play. 
Подробнее: https://samara.hh.ru/vacancy/30147682 
 
Резюме и отклики можно направлять через HeadHunter или по адресу agapov@appbooster.ru. 
 
На интересующие вопросы также готовы ответить по e-mail или в telegram https://t.me/a_agapov
 
#вакансии@samara_it_community",0
1183,1550128203,1005,22,0,"Активисты SITC недавно помогли [club89574445|Стационару и Приюту для Животных ""ФлагманВет""] с установкой IP камер, доказав, что мир не без добрых людей.

Все желающие могут помочь котикам и пёсикам, ознакомившись с информацией в группе стационара.

#благотворительность@samara_it_community",0
